Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif
ndmason1/SYSC3303_TFTP/,http://github.com/ndmason1/SYSC3303_TFTP/,1,0,0,0,1,0,0,0,0
ndomar/megasoft-13/,http://github.com/ndomar/megasoft-13/,5,0,0,0,4,0,0,1,0
nDroidProject/android_frameworks_base/,http://github.com/nDroidProject/android_frameworks_base/,2,0,0,0,0,0,0,0,2
ndsrf/MultiThread/,http://github.com/ndsrf/MultiThread/,1,1,0,0,0,0,0,0,0
nduplessis11/Galaga-Clone/,http://github.com/nduplessis11/Galaga-Clone/,1,0,0,0,0,0,0,0,1
nealfu/P-Dice/,http://github.com/nealfu/P-Dice/,1,1,0,0,0,0,0,0,0
nealkindschi/RestaurantManagement/,http://github.com/nealkindschi/RestaurantManagement/,2,2,0,0,0,0,0,0,0
neaop/SET08108_COURSEWORK_1/,http://github.com/neaop/SET08108_COURSEWORK_1/,1,1,0,0,0,0,0,0,0
neaop/SET09101_COURSEWORK/,http://github.com/neaop/SET09101_COURSEWORK/,1,0,0,0,1,0,0,0,0
neaop/SET09102_COURSEWORK/,http://github.com/neaop/SET09102_COURSEWORK/,1,1,0,0,0,0,0,0,0
nearfriendzz/Junggla_project/,http://github.com/nearfriendzz/Junggla_project/,2,2,0,0,0,0,0,0,0
nebomusic/375Fall14Team2/,http://github.com/nebomusic/375Fall14Team2/,1,0,0,0,1,0,0,0,0
nebomusic/lastname-mobileapps/,http://github.com/nebomusic/lastname-mobileapps/,1,0,0,0,1,0,0,0,0
nebrius/dissertation_paper/,http://github.com/nebrius/dissertation_paper/,4,0,0,0,4,0,0,0,0
necavit/AS/,http://github.com/necavit/AS/,1,0,0,0,1,0,0,0,0
nechomer/PA4/,http://github.com/nechomer/PA4/,1,1,0,0,0,0,0,0,0
nechomer/PA5/,http://github.com/nechomer/PA5/,1,1,0,0,0,0,0,0,0
Necromos/IO-UG/,http://github.com/Necromos/IO-UG/,4,0,0,0,2,0,0,2,0
Necroped/updagoLike/,http://github.com/Necroped/updagoLike/,2,0,0,0,0,0,0,2,0
necrosis/purgatory/,http://github.com/necrosis/purgatory/,2,0,2,0,0,0,0,0,0
neculaesei/Bankr/,http://github.com/neculaesei/Bankr/,1,0,0,0,1,0,0,0,0
ned14/boost-trunk/,http://github.com/ned14/boost-trunk/,1,0,0,0,1,0,0,0,0
nedeljkom/Shopster/,http://github.com/nedeljkom/Shopster/,1,1,0,0,0,0,0,0,0
Nedja995/WikiVisualizer/,http://github.com/Nedja995/WikiVisualizer/,1,0,0,0,1,0,0,0,0
Nedkali/DiaBaseV1/,http://github.com/Nedkali/DiaBaseV1/,1,0,0,0,0,0,0,1,0
nedwed123/Blue_Collar/,http://github.com/nedwed123/Blue_Collar/,5,4,0,0,1,0,0,0,0
Nedwor/rtype/,http://github.com/Nedwor/rtype/,17,17,0,0,0,0,0,0,0
neeasade/ProfileManagerProject/,http://github.com/neeasade/ProfileManagerProject/,2,2,0,0,0,0,0,0,0
neerajchaudhary20/UML-Generator/,http://github.com/neerajchaudhary20/UML-Generator/,1,0,0,0,1,0,0,0,0
neformal13/Web-Dev-Cources-2014/,http://github.com/neformal13/Web-Dev-Cources-2014/,2,0,0,0,0,0,0,2,0
Negara74/1127050098-Kelas-G-Muhammad-Robani-Nur/,http://github.com/Negara74/1127050098-Kelas-G-Muhammad-Robani-Nur/,2,2,0,0,0,0,0,0,0
Negara74/TuBes-KelasG-1127050098-1127050093/,http://github.com/Negara74/TuBes-KelasG-1127050098-1127050093/,2,2,0,0,0,0,0,0,0
negonicrac/seniorproject2009/,http://github.com/negonicrac/seniorproject2009/,1,0,0,0,1,0,0,0,0
negram/aq/,http://github.com/negram/aq/,1,0,0,0,1,0,0,0,0
Negrero/prfinal.dwes/,http://github.com/Negrero/prfinal.dwes/,1,0,0,0,1,0,0,0,0
nehuenluis/jabba/,http://github.com/nehuenluis/jabba/,4,4,0,0,0,0,0,0,0
neidi/PAWI_HS2015/,http://github.com/neidi/PAWI_HS2015/,2,0,0,0,2,0,0,0,0
neikila/UML/,http://github.com/neikila/UML/,7,7,0,0,0,0,0,0,0
neil-davis/penfold/,http://github.com/neil-davis/penfold/,1,0,0,1,0,0,0,0,0
neilbithubusercontent.com/WalterMourao/,http://github.com/neilbithubusercontent.com/WalterMourao/,1,1,0,0,0,0,0,0,0
neilcoppin/tabGA/,http://github.com/neilcoppin/tabGA/,2,0,0,0,2,0,0,0,0
NeilHanlon/texteditor/,http://github.com/NeilHanlon/texteditor/,1,1,0,0,0,0,0,0,0
NeilK-94/Multi-Threaded-Cypher-/,http://github.com/NeilK-94/Multi-Threaded-Cypher-/,1,0,0,0,1,0,0,0,0
neilsaccardo/Third_Year_Project/,http://github.com/neilsaccardo/Third_Year_Project/,1,0,0,0,1,0,0,0,0
neimv/formularios/,http://github.com/neimv/formularios/,1,0,1,0,0,0,0,0,0
neland/TowerDefense/,http://github.com/neland/TowerDefense/,1,1,0,0,0,0,0,0,0
nels83/android_frameworks_base/,http://github.com/nels83/android_frameworks_base/,3,0,0,0,1,0,0,0,2
nelsammak/Croma/,http://github.com/nelsammak/Croma/,1,0,0,0,1,0,0,0,0
nelson-ds/VoiceWikipedia/,http://github.com/nelson-ds/VoiceWikipedia/,2,0,0,0,0,0,0,2,0
Nelson-Ethan/Ethan-Nelson-Individual-Work/,http://github.com/Nelson-Ethan/Ethan-Nelson-Individual-Work/,3,0,0,0,1,0,0,2,0
nelsonn3c/monoc_slam_lsa/,http://github.com/nelsonn3c/monoc_slam_lsa/,2,0,1,0,1,0,0,0,0
nelsonomuto/angular-ui-form-validation/,http://github.com/nelsonomuto/angular-ui-form-validation/,1,0,0,0,0,0,0,1,0
nelsonviiera/Sudoku/,http://github.com/nelsonviiera/Sudoku/,1,0,0,0,1,0,0,0,0
nelug/Sistem8_328/,http://github.com/nelug/Sistem8_328/,2,0,0,0,2,0,0,0,0
Nelyah/projetig/,http://github.com/Nelyah/projetig/,1,1,0,0,0,0,0,0,0
nem-e5i5/LO21P2014/,http://github.com/nem-e5i5/LO21P2014/,1,0,0,0,1,0,0,0,0
Nemati/Trace-Compass/,http://github.com/Nemati/Trace-Compass/,6,0,0,0,6,0,0,0,0
nemesek/SchoolCode/,http://github.com/nemesek/SchoolCode/,1,0,0,0,1,0,0,0,0
nemo-ufes/ontouml-lightweight-editor/,http://github.com/nemo-ufes/ontouml-lightweight-editor/,12,11,0,0,0,0,0,1,0
nemo242444/MyProjectFiles/,http://github.com/nemo242444/MyProjectFiles/,2,0,0,0,2,0,0,0,0
nemomobile-graveyard/libmeegotouch/,http://github.com/nemomobile-graveyard/libmeegotouch/,1,0,1,0,0,0,0,0,0
nemomobile-packages/calligra/,http://github.com/nemomobile-packages/calligra/,2,0,1,0,1,0,0,0,0
nenadbugaric/patterns/,http://github.com/nenadbugaric/patterns/,1,0,0,0,1,0,0,0,0
NenengSapuroh/State_dan_activity_diagram_vending-machine/,http://github.com/NenengSapuroh/State_dan_activity_diagram_vending-machine/,2,2,0,0,0,0,0,0,0
NenengSapuroh/StateDanActivityDiagramVendingMachine/,http://github.com/NenengSapuroh/StateDanActivityDiagramVendingMachine/,1,1,0,0,0,0,0,0,0
NenengSapuroh/Tugas_usecase_pizza/,http://github.com/NenengSapuroh/Tugas_usecase_pizza/,6,6,0,0,0,0,0,0,0
nenglebert/bomberman/,http://github.com/nenglebert/bomberman/,2,0,0,0,2,0,0,0,0
neo2005/Altaco/,http://github.com/neo2005/Altaco/,1,0,0,0,0,0,0,1,0
neo4emf/Neo4EMF/,http://github.com/neo4emf/Neo4EMF/,1,1,0,0,0,0,0,0,0
neo4j-contrib/asciidoc.githubusercontent.com/,http://github.com/neo4j-contrib/asciidoc.githubusercontent.com/,1,1,0,0,0,0,0,0,0
neo8ba8dms/neo_ba_dms/,http://github.com/neo8ba8dms/neo_ba_dms/,4,4,0,0,0,0,0,0,0
NeoSu12/Project-LI3/,http://github.com/NeoSu12/Project-LI3/,1,0,0,0,1,0,0,0,0
NeoThread/Document/,http://github.com/NeoThread/Document/,1,1,0,0,0,0,0,0,0
Neox-1990/OpenDECL-Diplom/,http://github.com/Neox-1990/OpenDECL-Diplom/,1,0,0,0,1,0,0,0,0
neozty/Game_of_Quadris/,http://github.com/neozty/Game_of_Quadris/,1,0,0,0,1,0,0,0,0
Nephos/Gomoku/,http://github.com/Nephos/Gomoku/,1,0,0,0,1,0,0,0,0
NephtysOrg/projet_sia/,http://github.com/NephtysOrg/projet_sia/,1,0,0,0,1,0,0,0,0
neppramod/distributed/,http://github.com/neppramod/distributed/,5,0,3,0,0,0,2,0,0
Nepta/nixjdr/,http://github.com/Nepta/nixjdr/,6,0,0,0,6,0,0,0,0
Neraste/dakara/,http://github.com/Neraste/dakara/,3,3,0,0,0,0,0,0,0
NerdKvothe/SistemaConsorcio/,http://github.com/NerdKvothe/SistemaConsorcio/,3,0,0,0,3,0,0,0,0
nerdumdigitalis/leikjavefurinn/,http://github.com/nerdumdigitalis/leikjavefurinn/,1,1,0,0,0,0,0,0,0
Neressea/carte-auto-organisatrice/,http://github.com/Neressea/carte-auto-organisatrice/,4,0,0,0,4,0,0,0,0
Neressea/report_traineeship/,http://github.com/Neressea/report_traineeship/,1,0,0,0,1,0,0,0,0
nerfologist/docs/,http://github.com/nerfologist/docs/,1,0,0,0,1,0,0,0,0
Neril07/TPPCDDesignP/,http://github.com/Neril07/TPPCDDesignP/,1,0,0,0,1,0,0,0,0
NERO-Empire/EstateMgmt/,http://github.com/NERO-Empire/EstateMgmt/,1,1,0,0,0,0,0,0,0
NERO-Empire/Monsters-R-Us/,http://github.com/NERO-Empire/Monsters-R-Us/,1,1,0,0,0,0,0,0,0
NERO-Empire/StuffQuest/,http://github.com/NERO-Empire/StuffQuest/,1,1,0,0,0,0,0,0,0
nero2000/Amantech/,http://github.com/nero2000/Amantech/,1,0,0,0,0,0,0,1,0
Nerokin/PBG2H14A-WiFen/,http://github.com/Nerokin/PBG2H14A-WiFen/,1,0,0,0,1,0,0,0,0
Nerrazim/Unity-Training/,http://github.com/Nerrazim/Unity-Training/,1,0,0,0,1,0,0,0,0
nersoh/precodafeira/,http://github.com/nersoh/precodafeira/,1,0,0,0,0,0,0,1,0
nerzid/SE302/,http://github.com/nerzid/SE302/,2,0,0,0,2,0,0,0,0
Nes-Gonzalez/Email-Reader---Java/,http://github.com/Nes-Gonzalez/Email-Reader---Java/,1,0,0,0,0,0,0,1,0
Neseek77/google-web-toolkit-incubator/,http://github.com/Neseek77/google-web-toolkit-incubator/,3,0,0,0,0,0,0,3,0
Neseek77/gwt-ent/,http://github.com/Neseek77/gwt-ent/,2,2,0,0,0,0,0,0,0
nesh170/ProjectSID/,http://github.com/nesh170/ProjectSID/,3,0,0,0,3,0,0,0,0
nesh2391/258Project/,http://github.com/nesh2391/258Project/,1,1,0,0,0,0,0,0,0
nesl/PrivateSensingService/,http://github.com/nesl/PrivateSensingService/,2,0,0,0,0,0,0,0,2
NestedWorld/Windows10/,http://github.com/NestedWorld/Windows10/,2,1,0,0,1,0,0,0,0
nesteruk/ReTrack/,http://github.com/nesteruk/ReTrack/,1,1,0,0,0,0,0,0,0
Nestornjrz/DonRomero/,http://github.com/Nestornjrz/DonRomero/,4,4,0,0,0,0,0,0,0
nestorpina/jmeterTests/,http://github.com/nestorpina/jmeterTests/,1,0,0,0,0,0,0,0,1
netarchitectures/Emlak_portal/,http://github.com/netarchitectures/Emlak_portal/,1,1,0,0,0,0,0,0,0
netlams/rdbms-truckautotable/,http://github.com/netlams/rdbms-truckautotable/,1,0,0,0,0,0,0,1,0
netlams/website-crawler/,http://github.com/netlams/website-crawler/,2,0,0,0,2,0,0,0,0
NetRider/MySite/,http://github.com/NetRider/MySite/,5,0,0,0,5,0,0,0,0
NetSys/RC3/,http://github.com/NetSys/RC3/,1,0,0,0,1,0,0,0,0
nettapper/301.Assn1/,http://github.com/nettapper/301.Assn1/,1,0,0,0,0,1,0,0,0
nettube/librail/,http://github.com/nettube/librail/,1,1,0,0,0,0,0,0,0
netty/netty.github.com/,http://github.com/netty/netty.github.com/,1,0,0,0,1,0,0,0,0
Netvon/Baricade/,http://github.com/Netvon/Baricade/,1,1,0,0,0,0,0,0,0
Networkadmin/ProyectoHerramientasdeProgramacionIII/,http://github.com/Networkadmin/ProyectoHerramientasdeProgramacionIII/,1,1,0,0,0,0,0,0,0
Netzcream/empleosDV/,http://github.com/Netzcream/empleosDV/,1,0,0,0,0,0,0,1,0
netzzwerg/book-page/,http://github.com/netzzwerg/book-page/,1,0,0,0,1,0,0,0,0
neufratel/SmallStreamer/,http://github.com/neufratel/SmallStreamer/,3,0,1,0,0,2,0,0,0
neural5torm/nSt.ScorpioCsharp/,http://github.com/neural5torm/nSt.ScorpioCsharp/,6,6,0,0,0,0,0,0,0
neural5torm/OCodeHtm/,http://github.com/neural5torm/OCodeHtm/,1,1,0,0,0,0,0,0,0
NeuronRobotics/BowlerFreeCad/,http://github.com/NeuronRobotics/BowlerFreeCad/,2,2,0,0,0,0,0,0,0
neuroph/neuroph/,http://github.com/neuroph/neuroph/,1,0,0,0,0,0,0,1,0
neutrino-mp/neutrino-mp/,http://github.com/neutrino-mp/neutrino-mp/,1,0,0,0,0,0,0,0,1
nevella/alcina/,http://github.com/nevella/alcina/,5,3,0,0,2,0,0,0,0
nevena-angelova/CSharp-Projects/,http://github.com/nevena-angelova/CSharp-Projects/,1,0,0,0,0,0,0,1,0
NeverGone-RU/--old--platform_frameworks_base/,http://github.com/NeverGone-RU/--old--platform_frameworks_base/,2,0,0,0,0,0,0,0,2
nevergone-sc/Project/,http://github.com/nevergone-sc/Project/,1,0,0,0,0,0,0,1,0
nevernikita/hw1-yuanchin/,http://github.com/nevernikita/hw1-yuanchin/,1,0,0,0,0,0,0,1,0
neversettle7/ProgettoIngSoft/,http://github.com/neversettle7/ProgettoIngSoft/,1,0,0,0,1,0,0,0,0
nevvi/fisklabben/,http://github.com/nevvi/fisklabben/,1,1,0,0,0,0,0,0,0
new482/SAD2014/,http://github.com/new482/SAD2014/,25,0,0,6,11,0,0,4,4
newalive/tutoring/,http://github.com/newalive/tutoring/,1,1,0,0,0,0,0,0,0
NewDay320/Lumos/,http://github.com/NewDay320/Lumos/,1,1,0,0,0,0,0,0,0
newdebug/NewDebug/,http://github.com/newdebug/NewDebug/,4,4,0,0,0,0,0,0,0
newgithubusername/ib/,http://github.com/newgithubusername/ib/,1,1,0,0,0,0,0,0,0
NEWLIFEVE/Etelix_ETTS/,http://github.com/NEWLIFEVE/Etelix_ETTS/,4,0,2,0,2,0,0,0,0
newmumba/storage/,http://github.com/newmumba/storage/,2,0,0,0,2,0,0,0,0
newnok6/SeniorProject/,http://github.com/newnok6/SeniorProject/,25,0,0,0,19,0,0,6,0
Newteamdo/Programon/,http://github.com/Newteamdo/Programon/,18,18,0,0,0,0,0,0,0
newton-software/devil/,http://github.com/newton-software/devil/,1,0,0,0,1,0,0,0,0
newtonis/head_soccer_network/,http://github.com/newtonis/head_soccer_network/,2,2,0,0,0,0,0,0,0
nexgeng29/FYP/,http://github.com/nexgeng29/FYP/,1,0,0,0,1,0,0,0,0
nexlab/domotikad/,http://github.com/nexlab/domotikad/,1,0,0,0,1,0,0,0,0
NextGenTel/akka-tools/,http://github.com/NextGenTel/akka-tools/,1,0,0,0,0,0,0,1,0
nextpj/portlib-on-wercker/,http://github.com/nextpj/portlib-on-wercker/,1,0,0,0,1,0,0,0,0
nextpj/sipxecs-management/,http://github.com/nextpj/sipxecs-management/,2,0,0,0,2,0,0,0,0
nextpj/sipxecs-sip-core/,http://github.com/nextpj/sipxecs-sip-core/,2,0,0,0,2,0,0,0,0
neyma6/Rate-Me/,http://github.com/neyma6/Rate-Me/,1,0,0,0,0,0,0,1,0
nezticle/ogre/,http://github.com/nezticle/ogre/,2,0,0,0,2,0,0,0,0
nfroidure/blog/,http://github.com/nfroidure/blog/,2,0,0,0,2,0,0,0,0
nfroidure/TankArena/,http://github.com/nfroidure/TankArena/,2,1,0,0,1,0,0,0,0
nfrolov/useless-chess/,http://github.com/nfrolov/useless-chess/,3,0,0,0,0,0,0,3,0
ngacharts/ngacharts/,http://github.com/ngacharts/ngacharts/,1,0,1,0,0,0,0,0,0
Ngalano/softwaredevTeam/,http://github.com/Ngalano/softwaredevTeam/,7,0,0,0,7,0,0,0,0
ngbalk/VOOGASalad/,http://github.com/ngbalk/VOOGASalad/,1,0,0,0,1,0,0,0,0
ngbinh/grokking7/,http://github.com/ngbinh/grokking7/,1,0,0,0,1,0,0,0,0
ngcarrillo/miApp_Contornos/,http://github.com/ngcarrillo/miApp_Contornos/,1,0,0,0,1,0,0,0,0
ngekosdotcom/ngekos/,http://github.com/ngekosdotcom/ngekos/,1,0,0,0,1,0,0,0,0
Ngers/MyProjects/,http://github.com/Ngers/MyProjects/,1,1,0,0,0,0,0,0,0
ngf-koster/Themaopdracht8/,http://github.com/ngf-koster/Themaopdracht8/,1,0,0,0,1,0,0,0,0
ngharaibeh/Methodikos/,http://github.com/ngharaibeh/Methodikos/,1,0,0,0,1,0,0,0,0
nghung270192/linuxRobot3t/,http://github.com/nghung270192/linuxRobot3t/,2,0,0,0,2,0,0,0,0
NGillain/BarTender/,http://github.com/NGillain/BarTender/,2,0,0,0,2,0,0,0,0
ngiordano/cc_frameworks_base/,http://github.com/ngiordano/cc_frameworks_base/,2,0,0,0,0,0,0,0,2
ngkim/stack_ops/,http://github.com/ngkim/stack_ops/,1,0,0,0,1,0,0,0,0
NGO-DB/helgo_db/,http://github.com/NGO-DB/helgo_db/,2,1,0,0,1,0,0,0,0
ngo-minh-thang-nguyen/JavaCode/,http://github.com/ngo-minh-thang-nguyen/JavaCode/,1,1,0,0,0,0,0,0,0
ngocbaopt/Course-work-project/,http://github.com/ngocbaopt/Course-work-project/,1,0,0,0,0,0,0,1,0
ngochibamu/ticket-manager/,http://github.com/ngochibamu/ticket-manager/,2,0,2,0,0,0,0,0,0
ngocnv371/cell-defense/,http://github.com/ngocnv371/cell-defense/,1,1,0,0,0,0,0,0,0
ngocpq/kieker-1.12/,http://github.com/ngocpq/kieker-1.12/,2,0,0,2,0,0,0,0,0
ngocpt-bk/DayHop_BanCu/,http://github.com/ngocpt-bk/DayHop_BanCu/,1,0,1,0,0,0,0,0,0
ngocpt-bk/DayHop/,http://github.com/ngocpt-bk/DayHop/,1,0,1,0,0,0,0,0,0
ngoedde/devdocs/,http://github.com/ngoedde/devdocs/,1,0,0,0,1,0,0,0,0
ngoloc/ARC-Drupal-7-Projects-Sample/,http://github.com/ngoloc/ARC-Drupal-7-Projects-Sample/,1,0,0,0,1,0,0,0,0
NgosaK/cinemaManagementSystem/,http://github.com/NgosaK/cinemaManagementSystem/,1,1,0,0,0,0,0,0,0
ngoumnai/JPAPerf/,http://github.com/ngoumnai/JPAPerf/,1,0,1,0,0,0,0,0,0
ngovind2/WesternCS/,http://github.com/ngovind2/WesternCS/,1,0,0,0,0,0,0,1,0
ngphloc/agmagic/,http://github.com/ngphloc/agmagic/,1,0,0,0,0,0,0,1,0
ngrebenshikov/aswing/,http://github.com/ngrebenshikov/aswing/,1,0,0,0,0,0,0,1,0
ngrubb/pm.plus/,http://github.com/ngrubb/pm.plus/,1,0,0,0,1,0,0,0,0
ngugi/geonode/,http://github.com/ngugi/geonode/,1,0,0,0,1,0,0,0,0
nguonly/Accord/,http://github.com/nguonly/Accord/,1,1,0,0,0,0,0,0,0
nguyen-hieu-mulodo/miniblog-le.dong/,http://github.com/nguyen-hieu-mulodo/miniblog-le.dong/,2,0,0,0,2,0,0,0,0
nguyenchik/cdp/,http://github.com/nguyenchik/cdp/,1,0,0,0,0,0,0,0,1
nguyenhuuhuy/mygeneration/,http://github.com/nguyenhuuhuy/mygeneration/,2,1,1,0,0,0,0,0,0
nguyenkhanhdn/khanhdsp/,http://github.com/nguyenkhanhdn/khanhdsp/,2,2,0,0,0,0,0,0,0
nguyenki/bankENSIMAG/,http://github.com/nguyenki/bankENSIMAG/,1,0,1,0,0,0,0,0,0
NguyenSonArsenal/De-tai-8-Nhap-mon-CNPM/,http://github.com/NguyenSonArsenal/De-tai-8-Nhap-mon-CNPM/,1,0,0,0,1,0,0,0,0
ngzhian/csit_hadoop/,http://github.com/ngzhian/csit_hadoop/,1,1,0,0,0,0,0,0,0
nhannhan159/NLayerAppV2/,http://github.com/nhannhan159/NLayerAppV2/,14,14,0,0,0,0,0,0,0
nhetrick/MachineShop/,http://github.com/nhetrick/MachineShop/,1,0,0,0,0,0,0,1,0
nhindman/odgp_famousTest/,http://github.com/nhindman/odgp_famousTest/,1,0,0,0,1,0,0,0,0
NHLFLASH/android_frameworks_base/,http://github.com/NHLFLASH/android_frameworks_base/,2,0,0,0,0,0,0,0,2
nhnent/tui.component.colorpicker/,http://github.com/nhnent/tui.component.colorpicker/,1,0,0,0,1,0,0,0,0
nhocki/overlaynetwork/,http://github.com/nhocki/overlaynetwork/,4,0,0,0,0,0,0,4,0
nhold/1942/,http://github.com/nhold/1942/,1,0,0,0,1,0,0,0,0
nhomar/odoo-mirror/,http://github.com/nhomar/odoo-mirror/,1,0,0,0,1,0,0,0,0
nhs-ciao/ciao-transport-itk/,http://github.com/nhs-ciao/ciao-transport-itk/,3,0,0,0,0,0,0,0,3
nhu313/TicTacToe_Java/,http://github.com/nhu313/TicTacToe_Java/,2,0,0,0,0,0,0,2,0
nhurman/avalon/,http://github.com/nhurman/avalon/,2,1,0,0,1,0,0,0,0
nhurman/SmallCiv2/,http://github.com/nhurman/SmallCiv2/,1,1,0,0,0,0,0,0,0
nHydrate/nHydrate/,http://github.com/nHydrate/nHydrate/,2,0,0,0,2,0,0,0,0
niallcreech/cryomesh/,http://github.com/niallcreech/cryomesh/,1,0,1,0,0,0,0,0,0
niallstack/OOADProject/,http://github.com/niallstack/OOADProject/,7,6,0,0,0,0,0,1,0
NIC-Federal/myfda/,http://github.com/NIC-Federal/myfda/,1,0,0,0,1,0,0,0,0
nicarb/RS500gaWCFService/,http://github.com/nicarb/RS500gaWCFService/,7,7,0,0,0,0,0,0,0
niccokunzmann/ping/,http://github.com/niccokunzmann/ping/,1,0,0,0,1,0,0,0,0
niCEnANi/lab1/,http://github.com/niCEnANi/lab1/,1,0,0,0,1,0,0,0,0
Niceson/msc_project/,http://github.com/Niceson/msc_project/,2,0,0,0,2,0,0,0,0
NicholasLago/Floppy-Fish/,http://github.com/NicholasLago/Floppy-Fish/,2,0,0,0,2,0,0,0,0
nicholasteock/CS4274/,http://github.com/nicholasteock/CS4274/,3,3,0,0,0,0,0,0,0
Nick-Bester/Part-2/,http://github.com/Nick-Bester/Part-2/,1,0,0,0,1,0,0,0,0
nick-w-ewu/CSCD350TriviaMaze/,http://github.com/nick-w-ewu/CSCD350TriviaMaze/,1,0,0,0,1,0,0,0,0
NickABoen/CIS526_TeamProjects/,http://github.com/NickABoen/CIS526_TeamProjects/,2,2,0,0,0,0,0,0,0
nickatredbox/CDNtheme/,http://github.com/nickatredbox/CDNtheme/,1,0,0,0,1,0,0,0,0
nickboldt/jbosstools-svn-mirror/,http://github.com/nickboldt/jbosstools-svn-mirror/,1,0,0,0,1,0,0,0,0
nickbulmer/docfolio/,http://github.com/nickbulmer/docfolio/,1,0,0,0,0,0,0,0,1
nickcluc/golf/,http://github.com/nickcluc/golf/,1,0,0,0,1,0,0,0,0
NickCraver/nickcraver.github.com/,http://github.com/NickCraver/nickcraver.github.com/,2,0,0,0,2,0,0,0,0
nickelsworth/llvmpascal/,http://github.com/nickelsworth/llvmpascal/,1,0,0,0,1,0,0,0,0
nickfanelli/TCC2014-GenCryptoKey/,http://github.com/nickfanelli/TCC2014-GenCryptoKey/,1,0,0,0,0,0,0,1,0
NickGundermann/fishing/,http://github.com/NickGundermann/fishing/,1,1,0,0,0,0,0,0,0
NickKachko/pais/,http://github.com/NickKachko/pais/,3,3,0,0,0,0,0,0,0
nicklastandersen/Tourism1/,http://github.com/nicklastandersen/Tourism1/,4,4,0,0,0,0,0,0,0
nicknguyen071093/CapstoneProject/,http://github.com/nicknguyen071093/CapstoneProject/,18,0,0,0,18,0,0,0,0
NickolayStorm/usatu-learning/,http://github.com/NickolayStorm/usatu-learning/,1,0,0,0,1,0,0,0,0
nickpope/commpute/,http://github.com/nickpope/commpute/,1,0,0,0,0,0,0,1,0
NickQA/nicktestqa.com/,http://github.com/NickQA/nicktestqa.com/,1,1,0,0,0,0,0,0,0
nickstamp93/GeocultureDemo/,http://github.com/nickstamp93/GeocultureDemo/,1,0,0,0,1,0,0,0,0
nickstamp93/GymWorkoutMate/,http://github.com/nickstamp93/GymWorkoutMate/,5,0,0,0,5,0,0,0,0
nickveenhof/devdays_solr_wizardry/,http://github.com/nickveenhof/devdays_solr_wizardry/,2,0,0,0,2,0,0,0,0
nickveenhof/msc_solr_drupal/,http://github.com/nickveenhof/msc_solr_drupal/,2,0,0,0,2,0,0,0,0
niclabs/adkintun-mobile-middleware/,http://github.com/niclabs/adkintun-mobile-middleware/,1,0,0,0,1,0,0,0,0
NicLat/university/,http://github.com/NicLat/university/,1,0,0,0,1,0,0,0,0
nico-mkhatvari/SE2/,http://github.com/nico-mkhatvari/SE2/,9,0,0,0,9,0,0,0,0
nico3865/soen343_milestone3/,http://github.com/nico3865/soen343_milestone3/,1,0,0,0,0,0,0,0,1
Nico60/frameworks_base/,http://github.com/Nico60/frameworks_base/,2,0,0,0,1,0,0,0,1
nicoblakie/arkasGroup/,http://github.com/nicoblakie/arkasGroup/,5,0,2,0,3,0,0,0,0
nicoderrien76960/EasyPrintGit/,http://github.com/nicoderrien76960/EasyPrintGit/,9,8,0,0,1,0,0,0,0
NicoElec/tank/,http://github.com/NicoElec/tank/,1,0,0,0,0,0,0,1,0
NicoElec/tanks/,http://github.com/NicoElec/tanks/,1,0,0,0,0,0,0,1,0
nicogarcia/cia/,http://github.com/nicogarcia/cia/,1,0,0,0,1,0,0,0,0
Nicogp/TpFinalIngSoft/,http://github.com/Nicogp/TpFinalIngSoft/,2,0,0,0,0,0,0,2,0
nicolabricot/Training-Day/,http://github.com/nicolabricot/Training-Day/,1,0,0,0,1,0,0,0,0
Nicolai-/PlanAChaos/,http://github.com/Nicolai-/PlanAChaos/,2,0,0,1,1,0,0,0,0
nicolaikruger/BDSA-2012/,http://github.com/nicolaikruger/BDSA-2012/,5,0,0,0,5,0,0,0,0
nicolas-manaud/rsslounge/,http://github.com/nicolas-manaud/rsslounge/,1,0,0,0,0,0,0,1,0
nicolas0p/ArenaGame/,http://github.com/nicolas0p/ArenaGame/,1,0,0,0,0,0,0,1,0
nicolas2lee/simulationAirport/,http://github.com/nicolas2lee/simulationAirport/,1,1,0,0,0,0,0,0,0
nicolaschriste/docdown/,http://github.com/nicolaschriste/docdown/,1,0,0,0,1,0,0,0,0
nicolaschriste/nicolaschriste.github.io/,http://github.com/nicolaschriste/nicolaschriste.github.io/,1,0,0,0,1,0,0,0,0
NicolasDUFLOS/Courrier/,http://github.com/NicolasDUFLOS/Courrier/,1,0,0,0,1,0,0,0,0
nicolasepiscopo/glbt-comicsite/,http://github.com/nicolasepiscopo/glbt-comicsite/,1,0,0,0,1,0,0,0,0
nicolashenry/djangotest/,http://github.com/nicolashenry/djangotest/,1,1,0,0,0,0,0,0,0
nicolasmelia/Retro-Chat/,http://github.com/nicolasmelia/Retro-Chat/,1,1,0,0,0,0,0,0,0
nicolasruslim/TA_document/,http://github.com/nicolasruslim/TA_document/,12,0,0,0,11,0,0,1,0
