Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif
eduavila/AgroControle/,http://github.com/eduavila/AgroControle/,2,2,0,0,0,0,0,0,0
educloudalliance/eca-auth-data/,http://github.com/educloudalliance/eca-auth-data/,1,0,0,0,1,0,0,0,0
educoutinho/MarkdownTest/,http://github.com/educoutinho/MarkdownTest/,2,0,0,0,2,0,0,0,0
edudb/EduDB/,http://github.com/edudb/EduDB/,2,0,0,0,2,0,0,0,0
edudev/waf/,http://github.com/edudev/waf/,1,0,1,0,0,0,0,0,0
eduflornet/ApiRepositorioEFUnity/,http://github.com/eduflornet/ApiRepositorioEFUnity/,1,0,0,0,1,0,0,0,0
edui/dentalsmile/,http://github.com/edui/dentalsmile/,1,0,0,0,1,0,0,0,0
edukempf/grupo3_ne3a_2012_2/,http://github.com/edukempf/grupo3_ne3a_2012_2/,1,0,0,0,1,0,0,0,0
edusig/USP/,http://github.com/edusig/USP/,1,0,0,0,1,0,0,0,0
edvariables/groupware/,http://github.com/edvariables/groupware/,1,0,0,0,1,0,0,0,0
edwardcrichton/BToolkit/,http://github.com/edwardcrichton/BToolkit/,3,0,0,0,0,0,0,0,3
edwardgerhold/homepage/,http://github.com/edwardgerhold/homepage/,1,0,1,0,0,0,0,0,0
EdwardIII/phpdocumentor-example/,http://github.com/EdwardIII/phpdocumentor-example/,1,0,0,0,1,0,0,0,0
Edwards9489/estatge-agent-system/,http://github.com/Edwards9489/estatge-agent-system/,2,0,0,0,0,0,0,2,0
edwardsamuel/fly-high/,http://github.com/edwardsamuel/fly-high/,1,0,0,0,1,0,0,0,0
edwinparrales/DiagramasPI2015/,http://github.com/edwinparrales/DiagramasPI2015/,2,0,0,0,0,0,0,2,0
edwinqm/mars-rovers/,http://github.com/edwinqm/mars-rovers/,1,0,0,0,0,0,1,0,0
edwinrzc/saberytrabajo/,http://github.com/edwinrzc/saberytrabajo/,6,0,2,0,4,0,0,0,0
edwintechnology/ACS560_Project_Jot/,http://github.com/edwintechnology/ACS560_Project_Jot/,1,0,0,0,1,0,0,0,0
edwongyc/testing/,http://github.com/edwongyc/testing/,1,0,0,0,0,0,0,0,1
edyonil/t-method/,http://github.com/edyonil/t-method/,1,0,0,0,0,0,0,1,0
edytapawlak/Diagram/,http://github.com/edytapawlak/Diagram/,2,2,0,0,0,0,0,0,0
edytapawlak/Indeks/,http://github.com/edytapawlak/Indeks/,2,2,0,0,0,0,0,0,0
Edytor/Edytor-graficzny/,http://github.com/Edytor/Edytor-graficzny/,1,0,0,0,1,0,0,0,0
ee09063/Quantum/,http://github.com/ee09063/Quantum/,1,1,0,0,0,0,0,0,0
eea/OpenDataPortal/,http://github.com/eea/OpenDataPortal/,1,0,0,0,0,0,0,1,0
eefelix/MAFS5220/,http://github.com/eefelix/MAFS5220/,1,1,0,0,0,0,0,0,0
Eeplord/Lab3/,http://github.com/Eeplord/Lab3/,1,0,1,0,0,0,0,0,0
eerichmond/RoleManager/,http://github.com/eerichmond/RoleManager/,2,1,0,0,1,0,0,0,0
Eetami/SwagJack/,http://github.com/Eetami/SwagJack/,2,0,0,0,2,0,0,0,0
EEXCESS/EEXCESS.github.io/,http://github.com/EEXCESS/EEXCESS.github.io/,1,0,0,1,0,0,0,0,0
EffCeePee/CS_3450_Patterns/,http://github.com/EffCeePee/CS_3450_Patterns/,5,5,0,0,0,0,0,0,0
efgm1024/UMLDiagrams/,http://github.com/efgm1024/UMLDiagrams/,1,1,0,0,0,0,0,0,0
efseb/eShop-StarWars/,http://github.com/efseb/eShop-StarWars/,1,0,0,0,1,0,0,0,0
efulet/laberinto/,http://github.com/efulet/laberinto/,13,0,0,0,5,0,0,0,8
efulet/pca/,http://github.com/efulet/pca/,5,0,0,0,0,0,0,0,5
EgaPrianto/EMAStudios/,http://github.com/EgaPrianto/EMAStudios/,1,0,0,0,0,0,0,1,0
egeis/egeis.github.io/,http://github.com/egeis/egeis.github.io/,1,0,0,0,1,0,0,0,0
egemenio/ClassVsInterface_CSharp/,http://github.com/egemenio/ClassVsInterface_CSharp/,2,2,0,0,0,0,0,0,0
egeniq/EFStateMachine/,http://github.com/egeniq/EFStateMachine/,1,0,0,0,1,0,0,0,0
eggBOY91/Arctic-Core/,http://github.com/eggBOY91/Arctic-Core/,2,2,0,0,0,0,0,0,0
eggBOY91/opencore/,http://github.com/eggBOY91/opencore/,2,2,0,0,0,0,0,0,0
egharris/CSC335/,http://github.com/egharris/CSC335/,1,0,0,0,1,0,0,0,0
egifergiana/revisi/,http://github.com/egifergiana/revisi/,5,3,0,0,0,0,0,2,0
egifergiana/tugas-6/,http://github.com/egifergiana/tugas-6/,6,3,0,0,0,0,0,3,0
egifergiana/tugas-ke-5/,http://github.com/egifergiana/tugas-ke-5/,13,9,0,0,0,0,0,4,0
egifergiana/tugas-mandiri-EgiFergiana-1127050047/,http://github.com/egifergiana/tugas-mandiri-EgiFergiana-1127050047/,4,2,0,0,0,0,0,2,0
egifergiana/Tugas-Mandiri-Vending-Mechine/,http://github.com/egifergiana/Tugas-Mandiri-Vending-Mechine/,4,2,0,0,0,0,0,2,0
EGijzen/assignment_Lt/,http://github.com/EGijzen/assignment_Lt/,16,0,0,0,15,0,0,1,0
egil/Info-at-ITU/,http://github.com/egil/Info-at-ITU/,1,0,0,0,0,0,0,1,0
egisberto/seguranca_portaria/,http://github.com/egisberto/seguranca_portaria/,1,0,0,0,1,0,0,0,0
egisberto/symfony2.6_bootstrap_base/,http://github.com/egisberto/symfony2.6_bootstrap_base/,1,0,0,0,1,0,0,0,0
eglpro/eglpro-model-us-exc/,http://github.com/eglpro/eglpro-model-us-exc/,1,1,0,0,0,0,0,0,0
egoless/pqs/,http://github.com/egoless/pqs/,5,0,0,0,5,0,0,0,0
egorlutohin/hotline/,http://github.com/egorlutohin/hotline/,1,0,0,0,1,0,0,0,0
egorov-g-a/autopark/,http://github.com/egorov-g-a/autopark/,1,1,0,0,0,0,0,0,0
egreen-lab/seed/,http://github.com/egreen-lab/seed/,1,1,0,0,0,0,0,0,0
egreer/egreer-wpi/,http://github.com/egreer/egreer-wpi/,9,8,0,0,0,0,0,1,0
egslava/Svyaznoy-Diploma/,http://github.com/egslava/Svyaznoy-Diploma/,3,2,0,0,0,0,0,1,0
ehauckdo/treeshake-doc/,http://github.com/ehauckdo/treeshake-doc/,1,0,0,0,0,0,0,1,0
ehazell/AWBA/,http://github.com/ehazell/AWBA/,1,0,0,0,1,0,0,0,0
ehazell/AWPF/,http://github.com/ehazell/AWPF/,1,0,0,0,1,0,0,0,0
ehazell/AZDWR/,http://github.com/ehazell/AZDWR/,1,0,0,0,1,0,0,0,0
ehazell/WaterFacts/,http://github.com/ehazell/WaterFacts/,1,0,0,0,1,0,0,0,0
ehis/RuffPatch/,http://github.com/ehis/RuffPatch/,1,1,0,0,0,0,0,0,0
ehmeth/rekrutacja_kuznia/,http://github.com/ehmeth/rekrutacja_kuznia/,1,0,0,0,0,0,0,1,0
ehrhorn/Thysik/,http://github.com/ehrhorn/Thysik/,1,0,0,0,0,0,0,1,0
ehsan/ogre/,http://github.com/ehsan/ogre/,2,0,0,0,2,0,0,0,0
ehsan/wesnoth/,http://github.com/ehsan/wesnoth/,1,0,1,0,0,0,0,0,0
Ehtaga/email-links/,http://github.com/Ehtaga/email-links/,1,0,0,0,1,0,0,0,0
Ehudp/DesignPatterns/,http://github.com/Ehudp/DesignPatterns/,7,6,0,0,0,0,0,0,1
ehv81/SimpleCargoModel/,http://github.com/ehv81/SimpleCargoModel/,1,0,0,0,1,0,0,0,0
eicnam/Toggle-Play/,http://github.com/eicnam/Toggle-Play/,4,0,0,0,4,0,0,0,0
eidottermihi/kaffkass/,http://github.com/eidottermihi/kaffkass/,2,1,0,0,1,0,0,0,0
EiffelSoftware/eiffel-org/,http://github.com/EiffelSoftware/eiffel-org/,6,0,0,0,6,0,0,0,0
EiffelSoftware/EiffelStudio/,http://github.com/EiffelSoftware/EiffelStudio/,2,0,2,0,0,0,0,0,0
eigenmannmartin/Bachelor/,http://github.com/eigenmannmartin/Bachelor/,1,0,0,0,0,0,0,1,0
eina0163/TrAPPV4/,http://github.com/eina0163/TrAPPV4/,1,1,0,0,0,0,0,0,0
eina0163/V5.1-CyclerApp-/,http://github.com/eina0163/V5.1-CyclerApp-/,1,1,0,0,0,0,0,0,0
eina0163/V5.2-CyclerApp/,http://github.com/eina0163/V5.2-CyclerApp/,1,1,0,0,0,0,0,0,0
EinfuehrungSimulation/DriveThrough/,http://github.com/EinfuehrungSimulation/DriveThrough/,1,0,0,0,1,0,0,0,0
Eiqueson/Character_Cleaner/,http://github.com/Eiqueson/Character_Cleaner/,1,1,0,0,0,0,0,0,0
eirikrwu/eirikrwu.github.io/,http://github.com/eirikrwu/eirikrwu.github.io/,1,0,0,0,1,0,0,0,0
eiriksfa/RoundaboutSimulation/,http://github.com/eiriksfa/RoundaboutSimulation/,1,1,0,0,0,0,0,0,0
eishub/BW4T/,http://github.com/eishub/BW4T/,5,0,0,0,5,0,0,0,0
eisk/eisk-asp.net-web-form-4.0/,http://github.com/eisk/eisk-asp.net-web-form-4.0/,1,1,0,0,0,0,0,0,0
EIT-ICT-RICH/ns-3-dev-TSCH/,http://github.com/EIT-ICT-RICH/ns-3-dev-TSCH/,1,0,0,0,1,0,0,0,0
eitansuez/jmatter-complet/,http://github.com/eitansuez/jmatter-complet/,1,1,0,0,0,0,0,0,0
eitch/eHealthConnector/,http://github.com/eitch/eHealthConnector/,3,3,0,0,0,0,0,0,0
eivindkv/free-cad-code/,http://github.com/eivindkv/free-cad-code/,2,2,0,0,0,0,0,0,0
ej222pj/BlackjackWS3/,http://github.com/ej222pj/BlackjackWS3/,17,17,0,0,0,0,0,0,0
ej222pj/ws3/,http://github.com/ej222pj/ws3/,18,17,0,0,0,0,0,1,0
ejeanvoi/sofa/,http://github.com/ejeanvoi/sofa/,8,0,0,2,6,0,0,0,0
Ejercicio-Agenda/Agenda-Monolitica/,http://github.com/Ejercicio-Agenda/Agenda-Monolitica/,5,0,0,0,0,0,0,5,0
ejesoda/ejesoda/,http://github.com/ejesoda/ejesoda/,1,0,0,0,1,0,0,0,0
ejmount/Momentum/,http://github.com/ejmount/Momentum/,6,6,0,0,0,0,0,0,0
ejsmont-artur/phpProxyBuilder/,http://github.com/ejsmont-artur/phpProxyBuilder/,2,0,0,0,2,0,0,0,0
ejuliot/OrganizationChart-Designer/,http://github.com/ejuliot/OrganizationChart-Designer/,9,2,0,0,4,0,0,3,0
ekalmentero/XML-visualization/,http://github.com/ekalmentero/XML-visualization/,2,0,0,0,2,0,0,0,0
ekalosak/audio-lab/,http://github.com/ekalosak/audio-lab/,1,0,1,0,0,0,0,0,0
ekamp/Shufflefy/,http://github.com/ekamp/Shufflefy/,1,0,0,0,1,0,0,0,0
ekanur/sitrady/,http://github.com/ekanur/sitrady/,2,1,0,0,1,0,0,0,0
Ekenstein/vanaheim/,http://github.com/Ekenstein/vanaheim/,2,0,0,0,2,0,0,0,0
ekevans8/DB_Project/,http://github.com/ekevans8/DB_Project/,2,0,0,0,2,0,0,0,0
ekinbulut/DomainDriven/,http://github.com/ekinbulut/DomainDriven/,9,9,0,0,0,0,0,0,0
eklass/Semester4Sharing/,http://github.com/eklass/Semester4Sharing/,1,0,0,0,0,0,0,1,0
eklu/apptsched/,http://github.com/eklu/apptsched/,1,0,0,0,0,0,0,1,0
Eknarin/PostalService/,http://github.com/Eknarin/PostalService/,1,0,0,0,1,0,0,0,0
eknelson17/concurrent-project-1/,http://github.com/eknelson17/concurrent-project-1/,2,0,0,0,2,0,0,0,0
ekoputrasw/Basic-Class/,http://github.com/ekoputrasw/Basic-Class/,1,0,0,0,0,0,0,1,0
ekoulour/thesis/,http://github.com/ekoulour/thesis/,2,1,0,0,0,0,0,1,0
EKT/Biblio-Transformation-Engine/,http://github.com/EKT/Biblio-Transformation-Engine/,1,0,0,0,1,0,0,0,0
EKT/e-applicant/,http://github.com/EKT/e-applicant/,1,0,0,0,0,0,0,1,0
EKT/FSM-Engine/,http://github.com/EKT/FSM-Engine/,1,0,0,0,1,0,0,0,0
ekutsenko-softheme/clouduri/,http://github.com/ekutsenko-softheme/clouduri/,1,1,0,0,0,0,0,0,0
El-gitano/CProject/,http://github.com/El-gitano/CProject/,4,1,0,0,3,0,0,0,0
el12b/CEN4021-Swapp/,http://github.com/el12b/CEN4021-Swapp/,2,0,0,0,1,0,0,1,0
Elabas/AS_Semester_projekt/,http://github.com/Elabas/AS_Semester_projekt/,1,0,0,0,1,0,0,0,0
elabftw/elabftw/,http://github.com/elabftw/elabftw/,2,0,0,0,2,0,0,0,0
eladioruiz/golf/,http://github.com/eladioruiz/golf/,1,0,0,0,0,0,0,1,0
Elalala/CS140-MP1/,http://github.com/Elalala/CS140-MP1/,1,0,0,0,0,0,0,1,0
elalamihiba/cogniapp/,http://github.com/elalamihiba/cogniapp/,1,0,0,0,1,0,0,0,0
elangoelinuxer/poky_dora_bbb/,http://github.com/elangoelinuxer/poky_dora_bbb/,2,0,0,0,2,0,0,0,0
elarkham/Animu-v2-MEAN/,http://github.com/elarkham/Animu-v2-MEAN/,1,0,0,0,1,0,0,0,0
elastos/ElastosDocument/,http://github.com/elastos/ElastosDocument/,1,0,0,0,0,0,0,1,0
elastos/Tapestry/,http://github.com/elastos/Tapestry/,1,0,0,0,1,0,0,0,0
elatier/EVPool/,http://github.com/elatier/EVPool/,3,3,0,0,0,0,0,0,0
elauzel/EduMap/,http://github.com/elauzel/EduMap/,2,1,0,0,1,0,0,0,0
elauzel/Senior-Internships/,http://github.com/elauzel/Senior-Internships/,1,0,0,0,1,0,0,0,0
elbuo8/consumer-producer/,http://github.com/elbuo8/consumer-producer/,1,0,0,0,1,0,0,0,0
ElCasagrande/SMART-Energy/,http://github.com/ElCasagrande/SMART-Energy/,4,0,0,0,4,0,0,0,0
ElCep/MAPS8_Oleron/,http://github.com/ElCep/MAPS8_Oleron/,1,0,0,0,1,0,0,0,0
eldalai/gloods/,http://github.com/eldalai/gloods/,1,0,0,0,0,0,0,0,1
eldar93/AppleTree/,http://github.com/eldar93/AppleTree/,1,0,0,0,0,0,0,1,0
eldarerathis/android_frameworks_base/,http://github.com/eldarerathis/android_frameworks_base/,2,0,0,0,0,0,0,0,2
eldemcan/Puse/,http://github.com/eldemcan/Puse/,1,0,0,0,1,0,0,0,0
EldredBrown/FootballApplication/,http://github.com/EldredBrown/FootballApplication/,1,1,0,0,0,0,0,0,0
electron128/RetroShare-Android-Client/,http://github.com/electron128/RetroShare-Android-Client/,1,0,0,0,1,0,0,0,0
elektm93/swda/,http://github.com/elektm93/swda/,1,0,0,0,1,0,0,0,0
ElektraInitiative/libelektra/,http://github.com/ElektraInitiative/libelektra/,3,0,3,0,0,0,0,0,0
Element-s/PyFirstGame/,http://github.com/Element-s/PyFirstGame/,1,1,0,0,0,0,0,0,0
elena/COMP8440-Project/,http://github.com/elena/COMP8440-Project/,1,0,0,1,0,0,0,0,0
elenabratanova/Genivi-Media-Manager-patched/,http://github.com/elenabratanova/Genivi-Media-Manager-patched/,1,0,0,0,1,0,0,0,0
Elenair/SimuAscenseurs/,http://github.com/Elenair/SimuAscenseurs/,2,2,0,0,0,0,0,0,0
elenazab/Homework/,http://github.com/elenazab/Homework/,1,0,0,0,1,0,0,0,0
EleniSkouroupathi/bookmark-manager/,http://github.com/EleniSkouroupathi/bookmark-manager/,1,0,0,0,1,0,0,0,0
EletroVendas/SIGAR/,http://github.com/EletroVendas/SIGAR/,1,0,0,0,0,0,0,1,0
elevate/sharpresume/,http://github.com/elevate/sharpresume/,1,0,0,0,1,0,0,0,0
elfnor/lookthinkmake/,http://github.com/elfnor/lookthinkmake/,1,0,0,0,1,0,0,0,0
elfreefer/1-podam/,http://github.com/elfreefer/1-podam/,1,0,0,0,1,0,0,0,0
elianes/mdeReq/,http://github.com/elianes/mdeReq/,1,1,0,0,0,0,0,0,0
elias19r/ciencia-da-computacao/,http://github.com/elias19r/ciencia-da-computacao/,8,0,0,0,8,0,0,0,0
eliasah/FWAlgorithms/,http://github.com/eliasah/FWAlgorithms/,1,0,0,0,0,0,1,0,0
eliasah/Simunopolis/,http://github.com/eliasah/Simunopolis/,7,0,0,0,7,0,0,0,0
eliasbrange/eda216/,http://github.com/eliasbrange/eda216/,1,0,0,0,0,0,0,1,0
eliassoares/Java-PM-TP2-BlackJack/,http://github.com/eliassoares/Java-PM-TP2-BlackJack/,2,0,0,0,2,0,0,0,0
elile/freq_buyer/,http://github.com/elile/freq_buyer/,3,0,0,0,1,0,0,2,0
Elinor78/Bingo/,http://github.com/Elinor78/Bingo/,1,0,0,0,0,0,0,1,0
Elinos/TelerikAcademy/,http://github.com/Elinos/TelerikAcademy/,1,0,0,0,1,0,0,0,0
ElisangeladeSouza/infosaude-atendimento-clinico/,http://github.com/ElisangeladeSouza/infosaude-atendimento-clinico/,2,0,0,0,0,0,0,2,0
eliseumiguel/TVPP-DEV/,http://github.com/eliseumiguel/TVPP-DEV/,1,0,1,0,0,0,0,0,0
eliseumiguel/TVPP/,http://github.com/eliseumiguel/TVPP/,1,0,1,0,0,0,0,0,0
elishatam/website_elishatam/,http://github.com/elishatam/website_elishatam/,1,0,0,0,1,0,0,0,0
Elisyo/courriers/,http://github.com/Elisyo/courriers/,1,0,0,0,1,0,0,0,0
elite5472/pucrs-sd-tp.cs/,http://github.com/elite5472/pucrs-sd-tp.cs/,1,0,0,0,1,0,0,0,0
elitecodegroovy/JRocket/,http://github.com/elitecodegroovy/JRocket/,1,0,0,0,0,0,0,1,0
Elitward/SockParallel/,http://github.com/Elitward/SockParallel/,1,0,0,0,1,0,0,0,0
eliyahul/TblAdmin/,http://github.com/eliyahul/TblAdmin/,1,1,0,0,0,0,0,0,0
elizabethhau/HousingLottery/,http://github.com/elizabethhau/HousingLottery/,1,0,0,0,1,0,0,0,0
elkingtoncode/LampDB/,http://github.com/elkingtoncode/LampDB/,2,0,0,0,2,0,0,0,0
ellak-monades-aristeias/simbug/,http://github.com/ellak-monades-aristeias/simbug/,1,1,0,0,0,0,0,0,0
elliecasan/ScreenScraping/,http://github.com/elliecasan/ScreenScraping/,2,2,0,0,0,0,0,0,0
elliefm/cyrus-docs/,http://github.com/elliefm/cyrus-docs/,1,0,0,0,0,0,0,1,0
ellingit/TeamFEUD/,http://github.com/ellingit/TeamFEUD/,1,0,0,0,1,0,0,0,0
elliot79313/WebRTC/,http://github.com/elliot79313/WebRTC/,1,0,0,0,1,0,0,0,0
ells1231/ells1231.github.io/,http://github.com/ells1231/ells1231.github.io/,1,0,0,1,0,0,0,0,0
elmali/-D3-Toxicant-Disease/,http://github.com/elmali/-D3-Toxicant-Disease/,2,0,0,0,2,0,0,0,0
Elmepo/ProjectHarvey/,http://github.com/Elmepo/ProjectHarvey/,1,0,0,0,1,0,0,0,0
ElmerCSC/elmerfem/,http://github.com/ElmerCSC/elmerfem/,1,0,1,0,0,0,0,0,0
elmerdpadilla/iv/,http://github.com/elmerdpadilla/iv/,1,0,0,0,1,0,0,0,0
elmsln/elmsln/,http://github.com/elmsln/elmsln/,1,0,0,0,1,0,0,0,0
Elmzran/csce1040/,http://github.com/Elmzran/csce1040/,4,1,0,0,3,0,0,0,0
ElrondMacBong/Abschlussprojekt_MTS21_Thiessen/,http://github.com/ElrondMacBong/Abschlussprojekt_MTS21_Thiessen/,1,0,0,0,0,0,0,1,0
elsand/OOPSYSTeam2/,http://github.com/elsand/OOPSYSTeam2/,1,1,0,0,0,0,0,0,0
elsys/Gotzev_UMLred/,http://github.com/elsys/Gotzev_UMLred/,1,0,0,0,1,0,0,0,0
Elta20042004/Training/,http://github.com/Elta20042004/Training/,1,0,0,0,1,0,0,0,0
eltoby/Gestion/,http://github.com/eltoby/Gestion/,1,1,0,0,0,0,0,0,0
eltonfss/projetopcs/,http://github.com/eltonfss/projetopcs/,1,0,0,0,0,0,0,1,0
eltonsantos/siapfor/,http://github.com/eltonsantos/siapfor/,2,0,0,0,0,0,0,2,0
eltonsky/yadfs/,http://github.com/eltonsky/yadfs/,3,0,3,0,0,0,0,0,0
Elttbakh/Mido/,http://github.com/Elttbakh/Mido/,1,0,0,0,1,0,0,0,0
Elttbakh/Test01/,http://github.com/Elttbakh/Test01/,1,0,0,0,1,0,0,0,0
Elv13/Umbrello-ng2/,http://github.com/Elv13/Umbrello-ng2/,7,0,7,0,0,0,0,0,0
ElvBC/SWE-Design/,http://github.com/ElvBC/SWE-Design/,1,0,0,0,1,0,0,0,0
elventear/psutil/,http://github.com/elventear/psutil/,1,0,0,0,1,0,0,0,0
ElViajero/NeverEatAlone/,http://github.com/ElViajero/NeverEatAlone/,10,0,0,0,9,1,0,0,0
elvis-macak/elvis-macak.github.com/,http://github.com/elvis-macak/elvis-macak.github.com/,3,3,0,0,0,0,0,0,0
Elwiii/BatailleNavale/,http://github.com/Elwiii/BatailleNavale/,1,0,0,0,1,0,0,0,0
elyas-bhy/freya/,http://github.com/elyas-bhy/freya/,1,0,0,0,0,0,0,1,0
elyas-bhy/octolink/,http://github.com/elyas-bhy/octolink/,1,1,0,0,0,0,0,0,0
elyh31/examen1parcial/,http://github.com/elyh31/examen1parcial/,1,0,0,0,1,0,0,0,0
elymarquez/Conjunto-Gastronomico/,http://github.com/elymarquez/Conjunto-Gastronomico/,6,0,2,0,4,0,0,0,0
elyor0529/i-marketing/,http://github.com/elyor0529/i-marketing/,1,1,0,0,0,0,0,0,0
ElysiumRom/android_frameworks_base/,http://github.com/ElysiumRom/android_frameworks_base/,1,0,0,0,0,0,0,0,1
elyzabeth/tp-dds-2014/,http://github.com/elyzabeth/tp-dds-2014/,2,0,0,0,2,0,0,0,0
emacann/Giovanardi/,http://github.com/emacann/Giovanardi/,5,5,0,0,0,0,0,0,0
emacsmirror/rudel/,http://github.com/emacsmirror/rudel/,2,0,0,1,1,0,0,0,0
Emad-Gamal/System-Analysis-and-Design-for-Printshop/,http://github.com/Emad-Gamal/System-Analysis-and-Design-for-Printshop/,1,0,0,0,1,0,0,0,0
EmagineIT/gsa_18f/,http://github.com/EmagineIT/gsa_18f/,2,0,0,0,0,0,0,2,0
email1983/gameoflife/,http://github.com/email1983/gameoflife/,1,0,0,0,0,0,0,0,1
emale001/CEN5064/,http://github.com/emale001/CEN5064/,27,6,0,0,6,3,3,9,0
emanion/IndependantCopy/,http://github.com/emanion/IndependantCopy/,2,0,0,0,2,0,0,0,0
EManual/Android-docs/,http://github.com/EManual/Android-docs/,2,0,0,0,0,0,0,0,2
EManualResource/book-docker-practice/,http://github.com/EManualResource/book-docker-practice/,2,0,0,0,1,0,0,1,0
EmanueleFianco/PostIt/,http://github.com/EmanueleFianco/PostIt/,1,0,0,0,0,0,0,1,0
emanuelepesce/NetworksSimulator/,http://github.com/emanuelepesce/NetworksSimulator/,6,0,0,0,0,0,0,0,6
EmanuelFriz/grupo13/,http://github.com/EmanuelFriz/grupo13/,5,0,2,0,3,0,0,0,0
ematvey/NanoEngineer-1/,http://github.com/ematvey/NanoEngineer-1/,2,2,0,0,0,0,0,0,0
embecosm/appnotes/,http://github.com/embecosm/appnotes/,8,0,0,4,4,0,0,0,0
embecosm/avr32-gcc/,http://github.com/embecosm/avr32-gcc/,6,0,0,0,6,0,0,0,0
EmbeddedAtUM/panappticon-platform-framework-base/,http://github.com/EmbeddedAtUM/panappticon-platform-framework-base/,1,0,0,0,0,0,0,0,1
embedlabs/candybot/,http://github.com/embedlabs/candybot/,1,0,0,0,1,0,0,0,0
embEDUx/documentation/,http://github.com/embEDUx/documentation/,1,0,0,0,1,0,0,0,0
embest-tech/rowboat-frameworks-base/,http://github.com/embest-tech/rowboat-frameworks-base/,1,0,0,0,0,0,0,0,1
Embraser01/IUT-CPP-ChessQuito/,http://github.com/Embraser01/IUT-CPP-ChessQuito/,1,0,0,0,1,0,0,0,0
embrilliant/miscellaneous_exercise_projects/,http://github.com/embrilliant/miscellaneous_exercise_projects/,1,0,0,0,1,0,0,0,0
emchateau/formEnc2014-10/,http://github.com/emchateau/formEnc2014-10/,1,0,0,1,0,0,0,0,0
EMdeJong/SnowMPM/,http://github.com/EMdeJong/SnowMPM/,1,0,0,0,1,0,0,0,0
Emerald-Baldwin/DesignPatterns/,http://github.com/Emerald-Baldwin/DesignPatterns/,2,0,0,0,2,0,0,0,0
Emergya/StandardBreadCrumb/,http://github.com/Emergya/StandardBreadCrumb/,1,0,0,0,1,0,0,0,0
Emergya/StandardMenu/,http://github.com/Emergya/StandardMenu/,1,0,0,0,1,0,0,0,0
emeric254/Java-STRI-S2/,http://github.com/emeric254/Java-STRI-S2/,1,0,0,0,0,0,1,0,0
emeric254/Java-STRI-S4/,http://github.com/emeric254/Java-STRI-S4/,4,0,1,0,3,0,0,0,0
EmersonStark/siteVillaDigital/,http://github.com/EmersonStark/siteVillaDigital/,1,0,0,0,0,0,0,1,0
Emettant/Metr2/,http://github.com/Emettant/Metr2/,2,2,0,0,0,0,0,0,0
emhill/151-S15/,http://github.com/emhill/151-S15/,2,0,0,0,2,0,0,0,0
emhill/151-Su15/,http://github.com/emhill/151-Su15/,2,0,0,0,2,0,0,0,0
Emielvr/ti2206-space-invaders/,http://github.com/Emielvr/ti2206-space-invaders/,1,1,0,0,0,0,0,0,0
EmilBechMadsen/dronecharge/,http://github.com/EmilBechMadsen/dronecharge/,3,0,0,0,3,0,0,0,0
Emile-Filteau/MTLGameJam_2014/,http://github.com/Emile-Filteau/MTLGameJam_2014/,1,0,0,0,0,0,0,1,0
emileber/getrandomgame/,http://github.com/emileber/getrandomgame/,2,1,0,0,0,0,0,1,0
emilianoandre/um-2013-grupo3-mendoza/,http://github.com/emilianoandre/um-2013-grupo3-mendoza/,2,0,0,0,2,0,0,0,0
emilianocesar/papilio/,http://github.com/emilianocesar/papilio/,3,3,0,0,0,0,0,0,0
EmilieAlice/Planning/,http://github.com/EmilieAlice/Planning/,1,0,0,0,1,0,0,0,0
emilienGallet/DrupalUnicef/,http://github.com/emilienGallet/DrupalUnicef/,1,0,0,0,1,0,0,0,0
emiliohdez/GD/,http://github.com/emiliohdez/GD/,1,0,0,0,0,0,0,1,0
EmilMitev/Telerik-Academy/,http://github.com/EmilMitev/Telerik-Academy/,2,0,0,0,0,0,0,2,0
emilti/Telerik-Academy-My-Courses/,http://github.com/emilti/Telerik-Academy-My-Courses/,5,5,0,0,0,0,0,0,0
emilwest/StarWars/,http://github.com/emilwest/StarWars/,2,0,0,0,0,0,0,2,0
emilyclyde/Auction/,http://github.com/emilyclyde/Auction/,1,1,0,0,0,0,0,0,0
EmilyShepherd/ecs-lib-api-docs/,http://github.com/EmilyShepherd/ecs-lib-api-docs/,1,0,0,0,1,0,0,0,0
eminencesquare/ANKER-SELENIUM-FRAMEWORK/,http://github.com/eminencesquare/ANKER-SELENIUM-FRAMEWORK/,1,0,0,0,0,0,0,0,1
emiraydin/spaceships/,http://github.com/emiraydin/spaceships/,3,0,0,0,3,0,0,0,0
emircado/orgsys/,http://github.com/emircado/orgsys/,2,2,0,0,0,0,0,0,0
emivulpe/weave/,http://github.com/emivulpe/weave/,2,0,0,0,0,0,0,2,0
emlagowski/PangGame/,http://github.com/emlagowski/PangGame/,1,0,0,0,1,0,0,0,0
emlai/JTurmite/,http://github.com/emlai/JTurmite/,2,0,0,0,2,0,0,0,0
emmagustaf/uDoDo/,http://github.com/emmagustaf/uDoDo/,1,0,0,0,1,0,0,0,0
emmanuel099/cann/,http://github.com/emmanuel099/cann/,1,0,1,0,0,0,0,0,0
Emmanuel35/chitchat/,http://github.com/Emmanuel35/chitchat/,1,0,0,0,0,0,0,1,0
